,Adipose-InsulinGenes,Adipose-InsulinCorr,Liver-InsulinGenes,Liver-InsulinCorr,Muscle-InsulinGenes,Muscle-InsulinCorr,Intestine-InsulinGenes,Intestine-InsulinCorr,Hypothalamus-InsulinGenes,Hypothalamus-InsulinCorr
3467,Dtymk,-0.31268550667763495,Fev,-0.19049930433498272,0610025P10Rik,-0.1426410460087794,Fam149b,0.1354734669015188,Pwwp2a,0.14401366437110533
3468,Rsbn1,-0.31264651779257807,Golt1b,0.19046688405147014,P2rx2,-0.14263213706211172,Fam173a,-0.13546719653646744,Pecam1,0.1440009084601029
3469,Pon3,-0.31252049731405634,Cox18,0.19044878017567546,Serpinf1,0.1426028603695119,Prlr,-0.13542879724059284,"Daxx,Rgl2",0.1439725244622984
3470,Mtfr2,0.31248537678668376,Srp19,0.1904419322734503,BC051019,0.1425953665047096,Mapk1,-0.1354167329940276,Palld,-0.1439589940989998
3471,Mapk7,0.31248523804288386,Ppara,0.19042571624606977,A130014H13Rik,-0.14254748631771552,Slc25a46,-0.13537302435134238,"Atp6v0a4,D630045J12Rik",0.14391973423192417
3472,Zyx,0.3124352626258015,Asb10,-0.19041825553310066,Olfr368,-0.1425429216240271,EG667977,0.13535878692779912,Terf1,0.14391497627649116
3473,Ube2d2a,0.31236894075733945,Ccr8,-0.19041012923700862,Mcoln1,-0.14253375462124732,Lgals9,0.13535114175009982,Defb30,0.14391057088865353
3474,Rcl1,-0.3123642863413447,Ube2j1,-0.1903707349847973,Veph1,0.14252861734214956,Carf,0.13534913091436399,Grb7,0.14387188992419184
3475,Dock1,-0.3122374489133292,Bcl2l11,-0.1903544932024156,F2r,0.14248261521108102,Rsrc1,0.135336908690343,Spag16,0.1438703988689202
3476,Id2,0.3121921843929766,Ptpn20,-0.19026600338838903,Olfr1203,-0.1424809397944215,Slc7a8,-0.13533304931767848,Tecpr1,0.14379979187861686
3477,Arl14ep,0.31202442111827877,Zbp1,0.1902428061381261,Flcn,-0.14247244587051164,Fbxl13,-0.1353150918445523,Plod3,0.14372755119694922
3478,Cfp,0.31200582243282166,Mak16,-0.19021953076764692,Crygs,0.14245487428633954,Tle1,-0.13531275040006563,Nhlh2,0.14371123901738234
3479,Arvcf,-0.3119807774822324,Noa1,-0.1902147348789451,Ppm2c,0.14242395243374312,Morc4,0.13530554499528788,Ccdc6,0.14369742761200802
3480,M6pr,0.3119492574082552,Hhatl,-0.19014319272429703,Trim41,0.1424119067083328,Gpc1,-0.13530048960733948,"Nkx2-2as,Nkx2-2os",0.1436855688314632
3481,Sin3a,-0.3119485483205459,Cd1d1,0.19013125048856827,Chek2,-0.14239786776496832,Hdlbp,0.13529136092450225,Reck,-0.14368528963112417
3482,Ttpa,-0.31181713964978813,Dnajc12,-0.19010008956239227,Sept2,0.14239052300976907,Slc37a2,0.13528909700539485,Tob1,0.14368279250201474
3483,Myo1d,-0.311764651949192,Drap1,0.1900984639230544,Nmu,0.1423299960538781,Gabrg2,-0.13526995704908745,Nfia,0.14367065380393526
3484,Maoa,0.31149666728400305,Wfdc5,-0.19007208022038713,Slc30a6,-0.14232287862711987,Bcl2l11,-0.1352627656017313,Arhgef40,0.14364091187282288
3485,Ift140,-0.31143377594200927,Fgg,-0.190062559881757,Cd7,-0.14225063473522362,Kctd12,-0.1352542469411313,A830019P07Rik,0.14363444423925933
3486,Golga2,-0.31139994524011755,Nop16,-0.19000919076093484,Scn4b,0.14222384122883228,Spnb3,0.13524508317594205,Nfxl1,0.14363122610650733
3487,Nxn,-0.3113687978306501,Ckm,-0.18995745038942544,Kdelc2,-0.14222147769352725,BC068281,0.1352412407923184,Rnpepl1,0.143624990194896
3488,Hypk,-0.3113449450985491,Tnfaip8,0.18993146247233517,Zfp445,0.14221425360896045,Sgk1,-0.13523355622455993,Cetn2,-0.14360993671383102
3489,Mrps16,-0.31122596857572027,Tmem60,-0.18991905464540818,Obsl1,-0.14221192233995048,Uba1,0.13517349322089606,Dmp1,0.1436034289362028
3490,Dnajb9,0.31118262296583415,Dos,-0.18991201236547947,Ppp4c,0.14217675636534377,Pcgf1,-0.13516752269805876,Aplf,-0.14358162744242356
3491,Cyc1,-0.3111232455973583,Ccnk,-0.18988153010917255,A430083B19Rik,-0.14215374962334618,Pip4k2a,0.13516569110380638,Immp1l,-0.1435769357154487
3492,Anapc7,0.31109326374988155,Brk1,0.18988037904540528,Dffa,0.1421403428905588,Ferd3l,0.1351569896333278,"2010002M12Rik,Gm14446",0.14357639990243853
3493,Gsta4,-0.31102825985422006,Pts,0.18985735733769576,Cyp51,0.14213747523720877,Grasp,-0.1351567104237719,Hhip,0.14354441957331576
3494,Lcn2,0.3109964862552048,M1ap,-0.18974759584905707,EG654453,-0.14212950289517234,Clip4,-0.13515121628583535,Kcnip3,-0.1435396423527768
3495,Rfng,-0.31097477768157944,Eef1d,-0.18962052172085336,Gpr151,-0.14212926793923417,Dffa,0.13513665857735796,"RP23-302F9.2,RP23-302F9.4",0.14350904405566836
3496,Zfand1,-0.3108314204865602,Phykpl,-0.18954326940605218,LOC381852,-0.1421152370695826,Cxcl12,0.1351340042539665,Sec11a,0.14350317765621384
3497,Lrp5,-0.31069980845409806,Kdm5b,-0.18952846260051964,Tmeff2,0.1421061231270464,Fbxo40,-0.13510897048622314,Bmi1,0.14350281709299975
3498,Isl1,-0.3106786374168827,Xrcc6,0.18947322060389357,Grhl2,-0.14209311056268964,Grin2c,0.13510485479203288,Cdh9,0.14348618724518675
3499,Ttc14,-0.310593888893411,Gys2,0.18946233610457514,Rbm12b,0.1420343503778571,EG214321,-0.13508413439504982,Ankrd40,0.14348499479562382
3500,Siglec1,0.31058225012235485,Wdtc1,-0.18937267820242654,Mat1a,0.14199529785367898,Nat6,-0.1350672822692615,Edem2,-0.14348176453478878
3501,Rabgap1,-0.3105131925129561,Kcnip3,-0.18936843965229816,Dhtkd1,-0.14196152331529127,Txndc10,-0.13504882958531045,Dhx36,-0.1434790377251445
3502,Adamtsl4,-0.3104234418706367,Sept3,-0.1893564114306258,Tlr13,0.14195511894394816,Grxcr1,0.1350483571349546,"Cisd3,Mllt6,mmu-mir-6927",0.14345996624307986
3503,Smad2,0.3102935468900801,Supt20,-0.1893104136220746,BC046404,0.14194019696065652,Tsen2,0.135025301733056,Etl4,0.14345905847961685
3504,Gfra4,-0.3102642997008335,Mfsd3,-0.18930994771682141,Dusp23,0.14190423227722238,Chn1,-0.13500917891813674,Far2,0.1434385083003389
3505,Bsg,-0.3101618189184286,Nbr1,-0.1893087537085274,Olfr402,-0.14190023162859358,Olfr983,-0.13499614956513412,Astn2,-0.1434292086910743
3506,Thrsp,-0.31014260295274115,Acacb,0.18924797490715142,Abca13,-0.14188208268291713,Agpat2,0.13497823987076163,Ywhaz,-0.1434278434744231
3507,Acox1,-0.3101032223805774,Pptc7,-0.1892205515527302,Skint9,-0.14185047835061193,Thsd7b,-0.1349686103881069,Cldn19,-0.14339915889632135
3508,2610524H06Rik,0.3100912394847411,Spint2,-0.1892120557742079,Zfp516,-0.1418385733920641,P2ry10,0.13495558195000462,Ifitm3,0.14338615857737097
3509,Rbpms2,-0.3100823794378722,Rasl11b,-0.18919777703776525,Clec2i,-0.14181074427082874,Dpt,-0.1349505169603983,Ighm,-0.14334386086066433
3510,Smtn,-0.30995874699883863,Scml2,-0.18918092686381016,6720460F02Rik,-0.14180917724026046,4933427D06Rik,0.1349188305177184,Ttc30b,-0.1433147483642496
3511,Aig1,0.30993324838077724,Acot11,0.18912558281636258,Bcan,0.14179217444684405,Tgm3,-0.1348807673636946,Mxra8,0.14329494854902625
3512,Endog,-0.3099032956300364,Secisbp2l,0.18906291429818853,Kif2b,-0.14177915510383557,Parp8,0.13486921094951665,Ppme1,0.14328147104788475
3513,Abcg4,-0.3098628523888646,Tspan4,0.18905662859628858,Sstr1,-0.14176393013898786,Pak4,-0.1348688224996901,"Ap4b1,Bcl2l15",-0.14327558325079465
3514,Cap1,0.3097845269962051,Hbb.bh1,-0.1890376490067914,9230020A06Rik,-0.14174375788308471,Rngtt,0.1348493665125034,Znhit1,-0.14325812341448355
3515,Lsp1,0.30977280097299276,Klrk1,0.18902304592973948,Cyp17a1,0.14172957293040256,Slc28a2,-0.13482067311311893,Cyp2b19,0.14323036898028987
3516,Anxa1,0.30970880238418924,Rad54l2,0.18899622121155396,Olfr1189,-0.1417148626297725,2310076L09Rik,0.1348143008181165,Pkn3,0.1432282396168751
3517,Hp1bp3,-0.30969274375425854,Gmpr2,0.18899399780949813,A030010K20Rik,-0.1416954742432292,Mcm6,-0.13479237041319947,Wdr74,-0.14320783633920076
3518,Topbp1,0.30965594239177546,Dnajc4,0.18899370543650792,4933434I06Rik,-0.1416410107665458,A030007L17Rik,0.13477908480736067,Soat1,-0.14320264302862404
3519,Cacybp,0.3095818463588491,Exosc9,0.1889802387184324,Crtap,0.1416310133501081,Olfr1225,-0.13477054057903448,Opn1mw,-0.14317671181064712
3520,Ccl17,-0.309562993322357,Trappc10,0.1889459589233226,Tmem66,0.14162065438366123,Ly96,-0.13476264424184156,Dnmt1,-0.143162652783428
3521,Fuom,-0.30953709048945116,Ppme1,-0.18889636730227566,Slc6a2,0.14161342358690626,Tmed1,-0.13471711935731837,Rps3a1,0.14315095413137643
3522,Grsf1,-0.30951614793434895,Eef1g,-0.18878125050018044,Cdk5rap3,-0.1416065370671506,Sorbs3,-0.13469833288729405,Csmd1,-0.14314385180130373
3523,Pinx1,0.3094947682899209,Parp9,-0.1887739322592135,Them4,-0.14159259438560065,Cpa4,-0.1346793142569046,Napsa,-0.14313776042246915
3524,Utrn,-0.3094742592834635,Tmprss13,-0.18876240481770568,Rps6ka3,0.14158555371866893,Lrrc16,-0.1346714325840953,Stx1b,-0.1431338014561491
3525,Dffb,-0.3092969338868002,Dkk2,-0.188725982299155,Dcun1d4,0.14149278288762004,Pdia3,0.13464472276525166,Slc18b1,0.14312666657151815
3526,Vps26b,-0.30928855899781577,Cspg5,-0.1886991022509965,Cdc14a,-0.14149271228014917,BC004004,0.13463608764841692,Atp6v1b2,-0.14311658309463499
3527,Klk1,0.3092090003140581,Aldh18a1,0.18867316876647183,Cidea,-0.14148811040424653,Cttnbp2,0.1346190238984796,Ublcp1,0.1430492029073301
3528,D10Wsu52e,-0.30920460964441204,Cox17,0.1886284113294083,Scgb1a1,-0.14148107602941332,Smarcb1,0.13461170352102467,Cacnb1,-0.14304627918662505
3529,Polr3d,0.309199389495101,Aplp1,-0.18858682989071332,Ahrr,-0.14136325842616973,Mkx,-0.13460833944726508,Tom1l2,0.1430015588898806
3530,Ap1g2,0.30914578820361965,Mpc2,0.18845437433155407,Tmem154,0.14135628701564276,Rapgefl1,-0.13455758585950792,"Mvp,Pagr1b,Prrt2",-0.14297228789550254
3531,Nudcd2,0.30910371009431076,Zfp160,-0.18845282887129403,Nap1l4,-0.14135180349120946,Raly,0.1345311582756276,Zfp558,0.14295217470121985
3532,Lamb1,-0.3090976937747341,Sep15.,0.18843890054135523,Wdr68,0.14132279494814087,Lrp6,-0.13451276910743204,Slc39a9,-0.1429130989021487
3533,Srgap1,-0.3090895488634952,Trmt5,-0.18839141882433463,Dcpp2,-0.14129936711004265,Unc13c,0.1344675946778729,A230072C01Rik,0.1429052672353005
3534,Zfp943,-0.3090806234281682,Prcc,-0.18836039053006437,Uhrf2,-0.14128629296558112,Inmt,-0.13446692493496543,2310039H08Rik,0.14290221508044937
3535,Zfp574,-0.30905373649915463,Ogfod2,-0.18830899848396906,Gad2,-0.14126578545495078,Olfr1436,-0.13444832109955232,Rsph3b,0.14290213390552112
3536,Dnaaf1,-0.3089374732475039,Dlk1,-0.18829314152221613,Elf2,-0.1412604126046407,Apoe,0.13443774998009778,Syt6,0.14288810445379507
3537,Large,0.3089034785653887,Rps6ka2,-0.1882917266553862,Jmjd5,0.14123720656344585,Reep2,0.13437706764761706,Zfp213,-0.1428704743461406
3538,Birc3,0.3088773877967192,Il17rc,0.18821607452394792,Alg10b,0.14121709742271843,Sept6,-0.1343769901984494,Tonsl,-0.1428613864011795
3539,Ndn,-0.3088716992195068,Btbd1,0.18820252369809867,Lyzl4,-0.14121692375856165,Csn1s2a,0.13437602101878365,Slc25a15,0.14285930886661713
3540,Plcl2,0.3087005741809738,Ndufa10,0.18818212947755691,Sparcl1,0.1412159086198122,Cdc123,0.13435640294646284,Cmtr2,-0.1428504284237358
3541,Aldh1a1,-0.3086373617685732,C6,-0.18814787010498876,Dsp,-0.14118346507538942,Cenph,-0.13435506149969048,Spon1,-0.1428461238573979
3542,Dock6,-0.30861009501541703,Sat1,0.18812490719002228,Gbx2,-0.1411152412441433,Sftpb,-0.1343539284066204,5330411J11Rik,0.14284148675958538
3543,Yipf7,0.30839808857965123,Clec4g,-0.18805114608171675,Acsm2,-0.14111123455276392,Cga,0.13432440045338018,Gm16322,-0.1428348507886458
3544,Dus1l,0.30827166790150723,Camk2g,-0.1880265995405906,Adck5,-0.14106171472000692,Gjb5,-0.13431591589820488,C230037L18Rik,-0.14282987415924875
3545,Cyp2c70,0.3080552539501135,Dact1,-0.18800028708627683,LOC100044897,0.14105436098047008,Pcdhga3,-0.1343143699275934,Mia2,0.14279746705630728
3546,Diap2,-0.3080036729774999,Glg1,0.18796516636127517,Nxf3,0.14100719900023065,1700029F12Rik,0.13430002312724312,Gapdh,0.14279411325817257
3547,Gnb1l,-0.3079973036068972,Klf2,0.18793473695941262,Vsig1,-0.14099217262281322,Zdhhc7,-0.13425522093139383,Mcrs1,-0.1427890404608961
3548,Eng,-0.30798774784141575,Sstr2,0.1877706884403836,4930550L24Rik,-0.14098908514888964,Adck5,-0.1342252820020768,Slc9a7,-0.1427872026660081
3549,Nck1,0.30794776441439536,Scn1b,-0.18769662116885824,Cpne9,-0.14098525131902284,Meox2,-0.13421360731905171,Dtwd2,0.1427823257572928
3550,Leprel2,0.30789191128632076,Per2,0.18764679500441428,Olfr1388,0.14092663424094445,5133401N09Rik,-0.13417238165486822,Ythdf1,-0.14276965586271687
3551,0610009B22Rik,-0.307861278918984,Hivep2,-0.187627819757545,Sync,0.14090583081821348,4831426I19Rik,0.13417099265536125,Car10,-0.14276345330427312
3552,Tirap,0.30784770337788375,Ino80b,-0.18759660577540768,Fmr1,-0.14090091990726886,Scara3,-0.13415744116765466,Stk16,0.1427288367177272
3553,Gtf2f2,0.3077828572573355,Tardbp,-0.18757601050687148,LOC381483,-0.14089049995900624,LOC100038882,0.13415681937984078,Aldh1b1,0.1426972429169926
3554,Praf2,0.3077496780367813,Rabgap1l,0.18743177621863677,Cdh2,0.1408820782153298,Lama1,0.1341533029887545,Nrp1,0.14269470843385265
3555,Mrpl9,-0.3077423241199498,G6pc,0.18742673817639738,LOC100045963,-0.1408641432133345,Tpbg,0.13414867759825994,Orai2,0.14266735287489637
3556,Hspbp1,0.30768634850112614,Thoc2,-0.18742184765167413,Alpk3,-0.1408476720698246,B4galnt4,-0.13413548543324685,Cops7a,-0.14264019252810003
3557,Lamb3,0.3075571577406412,Sirpa,0.18733623875887795,3000004C01Rik,0.14083992121692174,Heph,-0.1341029259149596,D17Wsu104e,-0.14263116229414458
3558,Rfc1,-0.30748241867530607,Kcnj10,-0.18733401093248017,Foxp4,0.14083916675138444,Cnot7,0.1340938238047285,"Adnp,Dpm1,Gm20716",-0.14260216292145142
3559,Kcnj12,-0.30741130993157345,Pabpc4,-0.18729976312040764,Egr3,-0.1408299551737094,Actr8,0.1340801745867487,Hsd17b7,0.14257711871866244
3560,Map2k4,0.3073952353636359,Stard8,-0.18729787761027317,Csf1r,0.14082417520304974,Pof1b,-0.1340714598980417,Dot1l,0.14256040853695262
3561,Steap1,0.3073210295563982,Uhrf1bp1l,-0.18727550382866023,Pth2,-0.14081011521301723,Rmnd5b,0.13404557014175003,Grik2,-0.1425288333993965
3562,Car11,-0.3072939101117237,Musk,-0.18726448543783666,Orc4l,-0.14078542548045486,Pcolce,0.13404024140793766,Unkl,0.1425277919217835
3563,Spint1,-0.30727194827709725,Map4k4,0.1872559936783734,Slc30a8,0.1407328039096402,Sparc,0.1340386236965919,Tmem161a,0.14239707786720762
3564,Sephs1,0.3070771594163255,Rab11fip5,-0.18722020824097813,2200002K05Rik,0.14072209557137993,1700055N04Rik,-0.1339881581936937,Syngr1,0.14238754662148534
3565,Rhbdd1,0.30705968606081396,Nfe2l3,-0.18721657565986752,Reg2,-0.14071489985850605,Espnl,-0.13397594046210154,Drosha,-0.1423282811898828
3566,Pparg,-0.3070592419166312,Orc3,-0.18721401368168558,Sntb1,0.14071243780834863,Axud1,-0.13397197005318984,Spry2,0.142322053818489
3567,Cmtm8,-0.3070415324174065,Aprt,-0.1871964135550698,Serpinb3a,-0.14067479113239956,Tm2d3,-0.13395772877929432,Aldoart2,0.14231409942555623
3568,Scrib,-0.3069609094438343,Rad51,0.18715676934057174,Stmn1,0.1406747760137035,Olfr771,-0.13395530845373377,Ccng2,0.14230910369500366
3569,Ythdc1,-0.3068363088844736,Actl7b,-0.1871563528668844,Ttc14,-0.1406687284527266,Hoxb7,-0.13394767759210696,"RP23-292F17.5,RP23-292F17.7",-0.1422585526956717
3570,Lama3,-0.3067769193573354,Dtnb,-0.18715506559478326,2610209A20Rik,-0.14064071928119154,Abca6,0.13392958826806317,Ddc,0.14224670347416477
3571,Kcnk5,-0.3067254436749803,Foxj3,-0.18712744671812928,Diras2,0.14052620776752417,Butr1,0.13392271492506125,AU041133,-0.14219166686125131
3572,Serpina3n,0.3067089100022806,Agpat6,0.1870789796414771,Usp39,-0.1405261315335809,LOC100039655,-0.133908054572166,Snx27,-0.14217796898657484
3573,Fam160a2,-0.3065366316202257,Col4a2,0.18707821476328423,Prg3,-0.14051182001375842,B3gnt2,0.13387916838350458,Mfsd3,-0.14216754905920792
3574,Tinf2,0.3065117251483394,Mrpl28,-0.18707195878940144,Prdm1,0.1404432488668216,OTTMUSG00000015762,-0.1338494742530307,Bnip3,-0.14216153430794637
3575,St7,0.3064633354302354,Adora1,0.1870250987272817,Xlr4c,-0.14042735528671224,Serpinf1,-0.13382943088326948,Bzw2,-0.142160963328993
3576,Lamtor2,-0.3063964281695774,Pdk1,0.1869978896120539,6430706D22Rik,-0.14042523628650633,Tas2r134,-0.1338113770482586,Prrg4,-0.14214985546520179
3577,H2afy,0.30629326821111236,Cept1,0.18693149621176816,Olfr1090,0.1404183570339436,Slc37a1,-0.13378347365136598,Upf2,0.14212873529670847
3578,Tbc1d14,0.30629289314086083,Napb,-0.1869263278002993,Wfdc1,-0.14038681019736904,Eif3i,0.13373050923944052,Gm24598,0.14212718792781545
3579,Tnfsf13b,0.30628410194775807,Tmem37,0.1869190020316201,4632415K11Rik,-0.14037430312215468,Cops4,0.13373043241031377,"Mettl23,Mfsd11",0.1420633505294129
3580,Memo1,0.30616250155822683,Pcmt1,-0.18687846068418562,Nfatc3,0.14036451630331626,Fgf9,0.1337040301765878,Zfp710,-0.14205751617722764
3581,Aplp2,-0.3061500436109052,4632428N05Rik,0.1868749689805044,Dcp1b,-0.14036096523810135,Xpo5,0.1336844804215389,Dnase1l2,0.14204634077781614
3582,Hdhd2,-0.30611529729103926,Rpf1,-0.18683965746572115,Adam6,-0.14031744729601534,Zbtb6,-0.13366756902564803,Elf1,0.14198480843228956
3583,Tgfb3,-0.3061002512458973,Sap30l,0.1867345848687095,Aggf1,-0.1403080860574792,Epb4.1l1,-0.13362704877901635,Rdm1,-0.1419724825215459
3584,Tbc1d22a,0.3060899041735501,Ophn1,0.18671696766927637,Renbp,0.14030718986115845,Ccdc70,0.13360698489394962,Rad51,0.14194966681874532
3585,Dpp7,0.30604519962606147,Cxcl16,0.1866861970626691,Syk,-0.1403018557988518,LOC100044873,-0.13360230108764012,Gga2,-0.14193332870467537
3586,Adap2,0.30601365316994605,Kri1,-0.18653282874525698,BC030183,0.1402970794289225,Rhbdd3,0.13356505088817366,Ghr,-0.14191057370412208
3587,Tmem214,0.3059086266327501,Cd68,0.1865133264308537,Elk3,0.14023274031112076,Foxo4,0.1335531019093045,"Chd4,mmu-mir-7045",0.14190566892170917
3588,Hnrnpab,0.3058979314237187,Ndufaf5,0.18648554527779662,Add2,-0.14021445140865138,Jarid2,0.13354303842524157,Bmf,-0.1419018462858892
3589,Gpr84,0.3058124853343712,Krt79,0.18641440102470141,Mlycd,-0.14020879803930122,Pold4,0.1335320014623409,Mirg,0.1418953163263888
3590,Bcam,-0.30580722005240313,Serpinh1,0.1864007916736437,Aacs,-0.14019442035096938,2610002J02Rik,-0.13352628970221128,D11Wsu47e,-0.14185587175935496
3591,Tmem143,-0.30579525413931335,Dbndd1,-0.18639694324129819,Ltbp1,-0.140189203542637,Dpep1,-0.13352597565758675,Plvap,0.1418545446638153
3592,Cltc,0.30577501976477695,Leprotl1,-0.18637775791875105,Hmga1,0.1400776911031422,Tmem128,-0.13351781079893837,Ikbkg,-0.14185027374731907
3593,Cetn3,-0.30563913796411635,Ppp1r3f,-0.18632360559607086,Agtr1a,0.14006604600694553,Tnxb,-0.13348484180004713,Gm11627,-0.14183619943938716
3594,Mtfr1l,-0.3055506305572701,Itfg2,-0.18630843305765096,Ptger2,-0.14006552975307526,EG434396,-0.13347513423071647,Pgam1,0.14182699445030536
3595,Plekhj1,0.30553986018826607,Kras,0.1862855521955396,Isl1,-0.1400651068006945,Olfr45,-0.1334746968895158,Sorl1,-0.14182514307054733
3596,Hipk3,-0.3055316932431905,Bcar3,-0.18627866580990662,Insr,-0.14004364882472908,Dnajc17,0.13342408923481439,Otud7a,0.1418045579015334
3597,Midn,0.30546292169122125,Psmd7,0.18623814102814876,Cep120,0.1400338341207271,LOC100046035,-0.1333919877252338,Gimap4,-0.14177655677967146
3598,Pip5k1a,0.30545175759207577,2310030G06Rik,0.1862284560888945,Dock7,-0.14003008991888427,Dazap1,0.13338434750806724,Gpr125,-0.14176236053069144
3599,Tfap4,-0.3053817574352116,Rhbdl3,0.18617794332963428,OTTMUSG00000004461,0.14002788176065392,Serpina3k,-0.13337945389294426,Rapgef5,0.14174131593061057
3600,Snx6,0.30535675668913526,Utf1,-0.1861756078290814,Adap2,0.13994900225620688,1810048J11Rik,0.1333750088084273,1700012C14Rik,-0.14173281066045162
3601,Rad51ap1,0.3052505547226538,Dcaf4,0.18617206494463895,Olfr834,-0.13993512916909479,Gria1,-0.1333655662688742,Fam185a,-0.1417192443716867
3602,Krt7,-0.3052246122487749,Mrps28,0.18616200396148122,Ormdl1,-0.13993350871901336,Olfr1390,0.13334751218374552,"Il18bp,Rnf121",-0.14169936147568848
3603,Ppm1g,0.3051956697691353,Pstpip2,0.1861077740387303,Cngb3,-0.1399280593604494,Olfr498,-0.1333442487888209,"Casq1,Pea15a",-0.14167784949913156
3604,Zmat5,0.30518242292710174,Mtcp1,-0.18604251546318612,Btg1,-0.13991965323685718,Isoc1,0.13332430585671598,Nnt,-0.14166402465748135
3605,H2afv,-0.30515054885257265,Cfd,0.18596326856286716,Ints2,0.13987577672280477,LOC100047155,0.13330334788708006,"Gm26869,Zfp931",-0.1416402024519292
3606,Sh3d19,-0.30502720614426887,Muc13,-0.18595916304436763,Snapc5,-0.13985996194543224,Fam108b,0.13326832136113478,Mettl14,0.14163637874689972
3607,Gsk3b,0.3050216031292128,Pom121,-0.18594332868891958,Rgr,-0.13980438876288379,EG546282,-0.13326340350595967,Sart3,0.14158713053220723
3608,Ccs,-0.30497731543340045,5730408K05Rik,-0.18593014421088153,Wbscr16,-0.1397461319835517,Mybl2,0.13325632710395297,Spag8,0.14156360893186573
3609,Rgs4,-0.3048566578251146,Carkd,-0.1858805750171653,Olfr1186,0.13973353582379672,Mtm1,0.1332488041976227,"Kti12,Txndc12",-0.14155668773416333
3610,Marcksl1,0.30481914408357125,Syt11,-0.18587973093697957,Nlgn1,-0.1397321984438236,Hsd17b12,0.13324717159906527,Bmp2,-0.1415351865868112
3611,Dynll1,0.3047534272102111,St8sia1,-0.18582831834115704,Nrbf2,0.13971251356501146,Klra19,0.1332465938568435,Spry1,-0.14153472429464964
3612,Lepre1,0.3045731021792776,Phax,-0.1857662773002825,1700029F12Rik,-0.1396666207915422,Pparbp,0.13323890767385607,"Dvl2,Mir324",0.14151730070290466
3613,Papola,0.3045609329842367,Ebf3,-0.18575523661148377,Tmem106c,0.1396266541527517,Psma2,0.13323467566689737,"Abcb10,Nup133",0.14147301748342614
3614,Tfb1m,-0.3045494362623011,Snap47,0.18570659045036572,Olfr1370,-0.13959663730695226,Parp2,-0.13322388118962902,Dxo,0.14147065275358459
3615,Tekt2,-0.30450951803616155,Pld4,0.18554493574222408,Olfr920,-0.13959123789866937,Gabpb1,0.13321534037662555,Gm16052,-0.1414652881884068
3616,Pcbp2,0.3044601271570379,Galk2,0.18551943795559428,Rnf32,0.13957125184052768,Zbtb46,0.13319881129677533,Tnfaip1,0.1414361880450586
