,Adipose-InsulinGenes,Adipose-InsulinCorr,Liver-InsulinGenes,Liver-InsulinCorr,Muscle-InsulinGenes,Muscle-InsulinCorr,Intestine-InsulinGenes,Intestine-InsulinCorr,Hypothalamus-InsulinGenes,Hypothalamus-InsulinCorr
15497,,,,,1110001J03Rik,-0.019878960152601287,1810029B16Rik,0.018572187183815408,Gm15663,0.01749458114644943
15498,,,,,Mrpl12,-0.019852664177832748,Crh,0.01857028456703254,Zfp771,0.01747647662173477
15499,,,,,4833421E05Rik,0.019850533540781267,Mybphl,-0.01856845334125191,Amdhd2,0.017463592908500348
15500,,,,,Dppa4,0.019840744092606968,Klf5,-0.018568426828913173,Gnaz,-0.017455014015089126
15501,,,,,A430090L17Rik,-0.01983491555487223,Acss3,0.01856508965187299,Gm20204,0.017454709804782732
15502,,,,,Prr14,-0.01983265586890687,Ptgr2,-0.0185628665107899,Pfn2,-0.017446844039857013
15503,,,,,Slc17a2,0.01983106814753141,Ncam2,0.018552998342288227,Fgd4,-0.017445477188375587
15504,,,,,Arl4a,-0.019825115338678333,Nars2,0.018533658780814814,"Gm24166,Phldb1",-0.017424996867986795
15505,,,,,0610012D14Rik,0.01982234787464294,Scarf2,-0.0185241194785181,Gne,0.017412186191644828
15506,,,,,LOC100038984,0.01981689933878232,Gm1967,-0.018522000837984148,Fam103a1,0.017403533324940587
15507,,,,,1110051M20Rik,-0.019810370248255108,Gvin1,0.01852133841595441,Ipo13,-0.017401387046554487
15508,,,,,Asb7,0.019806291019222627,Jmjd1b,-0.018520985609011855,Gm23935,-0.01734822858207401
15509,,,,,Cdh20,-0.019770671533201743,Nell2,-0.018508993378587524,Pmch,-0.017334211542456054
15510,,,,,Apex1,0.019731449840355873,BC003236,-0.018508747243391313,"Chmp2a,Mzf1,Ube2m",-0.017327899433615124
15511,,,,,4933411G11Rik,-0.01973113449274361,Tnfsf4,0.018499164219791232,Gm17750,0.017307513446212494
15512,,,,,Myo15,-0.019725013890931082,LOC640963,0.018482429229158666,4930404N11Rik,0.01730111717443174
15513,,,,,Ppp4r4,-0.019720664902746172,Ctsg,-0.018476930061891255,Tbk1,0.017295537279457464
15514,,,,,Tjp1,-0.01971890415052881,Zmym5,-0.018469519633043364,Nek7,0.01729470271265826
15515,,,,,Gpr173,0.019718391558435727,Trim32,-0.01846560077724367,Usp36,0.01728576314749611
15516,,,,,Ptprk,-0.01971586792634802,Clec11a,0.018460058336884876,Sec16a,-0.01728524725017286
15517,,,,,Akap4,-0.019713332709711838,Osgin1,-0.01844644559444816,Fam110a,-0.01726422950564118
15518,,,,,Col11a2,0.019704824831053028,Fbxo34,-0.01844620667350225,1110002E22Rik,0.017258990279714972
15519,,,,,Dtna,0.019698677426419012,Pkp2,-0.018433128591298094,Tmco3,-0.017243123309159426
15520,,,,,Mettl6,-0.019690784226267452,Cul7,0.01843115593871943,Zfml,0.017242988945214213
15521,,,,,Fam160a2,0.019689802170604315,Stk32b,0.01842284192489644,Nras,-0.01723930134382447
15522,,,,,Cpeb1,0.01968193014336187,Nfyb,0.018420828165634083,Slc35e4,0.017233731062032014
15523,,,,,Klhl34,0.01965498300173957,Phf6,0.018419990445451645,Fiz1,-0.01723274746980417
15524,,,,,Olfr131,-0.01965489252317872,Cant1,0.01841716798479039,Trmt1,0.017232277890527885
15525,,,,,Nckipsd,0.019654560380338075,Sgcg,-0.018407515435459564,Lrrc46,-0.01722932207364248
15526,,,,,Mad2l1,0.019653972092020862,Fbxo38,0.018369334537508827,Tceb3,-0.017207426310724524
15527,,,,,Sh3gl1,0.01965034610599817,Txndc4,-0.0183683784538869,Dcdc2b,-0.017202345820589673
15528,,,,,A430084P05Rik,-0.019646896656042273,Cpeb4,0.018362768983853226,Lrp2,0.01719082381487426
15529,,,,,Gpc4,-0.019641382036650397,Ankrd12,-0.01833850244407984,Zfp511,0.017175927929922223
15530,,,,,Mapk8ip3,0.019641139993232047,Ticam1,0.018335565410255217,Gm12184,0.017168090739424727
15531,,,,,L3mbtl3,0.019634754952727228,Zfp760,0.018328099778777116,Gm10065,0.01716207501691554
15532,,,,,Ppil5,0.01959588619455417,Gm75,-0.01831599266455063,Cd40,0.017151141295571933
15533,,,,,LOC621823,-0.019577472861095048,Fras1,0.018301881747777526,Armc8,0.017126312964121128
15534,,,,,Hap1,-0.019557252315104703,Snx3,-0.018300865220860857,Zfhx4,0.01712037063008985
15535,,,,,Foxa1,-0.019545463353837476,1700030K09Rik,0.018300649961606522,Ghrh,-0.017110822708748332
15536,,,,,Olfr165,-0.019544470928957374,Pax2,0.0183002209475654,"Mtss1l,Vac14",0.017110017470273072
15537,,,,,Ube2k,-0.01953257506277654,BC088983,-0.018270200541242156,Shf,-0.017107144422856237
15538,,,,,Cyb5r1,0.01952767731161168,LOC100047163,-0.018258347831219164,Rpl23a-ps3,0.017103965927210533
15539,,,,,Sdccag10,0.019498030238445017,Fsd1,0.018252510621239403,Pla2g6,-0.01709931219732626
15540,,,,,2410003P15Rik,0.019486139399383047,Fgf4,0.018239616500359157,Gm17494,-0.017098849276641126
15541,,,,,Mcpt8,0.019466890058704712,2210010C04Rik,0.018225453787515215,Ttc38,0.017094971930117355
15542,,,,,Msrb3,0.01946616600840998,Dnahc5,-0.018223496690982454,Sfrp2,-0.017089128464346147
15543,,,,,Rgs9,-0.019459606856893612,Taar8b,-0.018209670988346006,"Zfp599,Zfp810",0.017088945189430143
15544,,,,,Olfr545,0.019457743537222693,Serpinb9b,0.018188596800750967,Tmem134,0.01708150778852635
15545,,,,,Scrt1,-0.019452170363929717,Cdh24,0.018187167128753717,4930500F10Rik,0.017077514076576983
15546,,,,,Zc3h11a,-0.019441104953099895,BC031748,0.018182241045204755,Snrpb2,-0.017076705024040316
15547,,,,,LOC100046641,0.01942857464867318,Fam152a,0.018144771739646577,2610021A01Rik,-0.017072193086471343
15548,,,,,Olfr1277,-0.01942461032323154,Ndufb3,-0.018141828661589653,Maml3,0.017048761566659854
15549,,,,,Cnn1,0.019405072703113986,Eya4,-0.018138247409170076,Thada,-0.017046654078491038
15550,,,,,1700030J22Rik,-0.019391955834994,Serpinb6b,0.01813472476704019,Capn7,0.01704549450107605
15551,,,,,Tcp11l1,-0.01938525985917849,Phb,-0.018134633272062134,1700013F07Rik,-0.01703645349746524
15552,,,,,Ddhd1,-0.019381494926998602,LOC100048556,-0.018131017069004232,Limk1,-0.017035670305342008
15553,,,,,Park2,-0.019372205014317977,Npy5r,-0.01812538453988457,Evi2b,-0.017026204334405395
15554,,,,,1700047I17Rik1,-0.019371420754419742,Nudt21,0.018121937787475884,Csgalnact2,0.017022275341816984
15555,,,,,1700072E05Rik,0.019371128765754267,Terf1,0.018121329495722573,"B3gnt1,Rin1",-0.01701752792313426
15556,,,,,Mrps18c,-0.019370542572940068,Mllt3,-0.018120264692067223,Med9,-0.017004428360459213
15557,,,,,Gm75,0.01936891351530243,Hnrnph3,-0.01810700922607631,Arntl2,-0.016998640772917586
15558,,,,,Nfat5,-0.019365529624989112,Nlrp9c,-0.01809928726433639,Dennd1a,0.01698219374180673
15559,,,,,BC031441,-0.019352373487583056,Urod,-0.018092519702944947,Rtfdc1,0.016978695573061205
15560,,,,,Hes2,-0.019352171923526017,Scg3,-0.018078061562714038,Dgkh,-0.016967553600732467
15561,,,,,LOC100045644,0.019341943459387084,Klra22,-0.018074328925450533,Pgk1,0.016962663944735504
15562,,,,,Usp1,-0.01933560969877456,Tgs1,0.018074030945776635,C030048H21Rik,-0.01696088583560794
15563,,,,,Cd38,0.019330663333056088,Cpne3,-0.018072119995571775,Stxbp3a,-0.016946196899415067
15564,,,,,LOC100039479,-0.01932660921484534,Slc4a1ap,0.018051760527433833,Zic2,-0.01693740059573593
15565,,,,,Klf1,-0.019302271335309356,Mcpt2,0.018047197248613808,Capzb,-0.01692964592300285
15566,,,,,Smc3,-0.01930106203335341,Fam175a,-0.018046084152518356,"2810459M11Rik,Armc9,Gm21972,Psmd1",0.016926654513907534
15567,,,,,Ulk2,-0.01929018941585948,Psmc1,0.01804001801493819,"Mib2,Mmp23",0.016921464227820832
15568,,,,,Osbpl11,-0.019282373404224038,Mtif3,0.018037772836760904,Dnah12,0.01691706972910291
15569,,,,,LOC100044538,0.019279935913067495,Mesp1,0.018034511481437632,"RP24-288C12.6,RPL24",0.016897079264663085
15570,,,,,Chrac1,0.019278938955170702,BC016495,0.01802246294109224,Rpusd1,0.01689470522324205
15571,,,,,Tor1b,0.01927510912545205,Wdr24,-0.018016169915018306,"Gm25296,Gnb2l1,Snord95,Snord96a",0.016891538957788017
15572,,,,,Yeats2,0.019244252048021784,Bfsp2,0.01799333825429665,Tgfbrap1,0.016877094454653015
15573,,,,,Bicc1,0.019235061979902927,Olfr472,0.01798671344385049,Dcst1,0.016869602925755307
15574,,,,,Slc17a4,-0.019234073410667577,Acvr2a,0.017975291455171117,Frem1,0.016853025292963935
15575,,,,,Traf5,0.019224745158531415,Olfr372,-0.01797230611748661,Nprl3,-0.016835700813820773
15576,,,,,Khdrbs3,-0.01922260049955644,Tpo,0.01796405837387509,3830408C21Rik,0.016834381765184397
15577,,,,,Stk38,0.01920614725043619,Gla,-0.017963626804459377,Haus3,-0.016830596500575744
15578,,,,,Eif4g1,0.01920316358916415,B3gat1,-0.01795763071684185,"Gm6297,Smu1",-0.016820778608331307
15579,,,,,Txlna,-0.019199680023211332,BC018465,-0.017956355052757153,Ahsa1,-0.016820516040917843
15580,,,,,Caml,0.019199288439800406,Coil,-0.01793916168812942,Slc7a11,0.016815329238487636
15581,,,,,Ube2e3,0.019193857960086377,4933425L06Rik,-0.01793123331668112,Maats1,-0.01681317717101611
15582,,,,,Irx5,-0.01919125054496819,Cyb5,-0.01792628476569775,Hdac1,-0.016810111582812513
15583,,,,,LOC100044452,0.01918925313955383,2510009E07Rik,-0.017909689582291836,Fjx1,0.016807092168263038
15584,,,,,Dmgdh,0.019170157950472267,1500034J20Rik,-0.017904146935392856,Ugcg,-0.016806366579871262
15585,,,,,Csrp2,0.01914450434372232,Gosr2,0.017861452291820266,Sptssa,-0.016805032584985186
15586,,,,,Ndfip1,-0.01914080831219705,Slc22a8,-0.017859442739121774,"Chchd1,Fut11,Gm25328,Sec24c",-0.01680306089031327
15587,,,,,Ilf3,-0.019135172771373145,2310003C23Rik,0.017838058857855662,BC055324,-0.01677589968955503
15588,,,,,Purg,0.01912935934563034,Olfr1002,0.01782512509707922,Bend4,0.01677055162366867
15589,,,,,Akt1s1,0.01912289827023852,Prkcc,0.017816934160717033,Ndufa1,0.016766361180929626
15590,,,,,Prodh,-0.019110699204323515,Fgd6,-0.017815331652845923,Trpm2,0.016753623359052765
15591,,,,,Rpl12,-0.01910192911431768,Purg,0.017814490540494214,Polrmt,-0.016747157820238823
15592,,,,,Ttc7,-0.019093796461741336,Btg1,-0.017803671510889026,"Gpr162,Leprel2",-0.01673663780430337
15593,,,,,Farsb,-0.01908152520115829,Aifm2,0.017799564573783865,Yeats2,0.01672837857053141
15594,,,,,Ifne1,-0.019071567859593807,Prl3b1,-0.017792702305394183,Cst6,0.016723468886834073
15595,,,,,Olfr1179,-0.019063760684287084,Rpl28,-0.017792498536471416,Bdp1,0.016721024827441075
15596,,,,,Tubgcp2,-0.019062258844962408,Olfr572,0.017785083996269657,Tcof1,-0.016718375292580464
15597,,,,,1110001A07Rik,0.019055673695755563,Aldh1a7,-0.01777158717962104,Fgfbp3,-0.0167105696340502
15598,,,,,Car5b,0.019042533956899307,Olig3,-0.017765449891775132,Trim12c,0.01670717638499018
15599,,,,,Il31ra,-0.01904039586773085,Nfix,0.017750425415466096,Cyba,0.016703219567181796
15600,,,,,Olfr1395,-0.019037735805139264,Rpl22l1,0.017731617673078782,Gpr123,-0.016687659033591026
15601,,,,,Yaf2,-0.0190366477759057,Six6os1,-0.017721339177688887,Hdac8,-0.016674545147550904
15602,,,,,Mrgpra1,-0.01901703002004913,Fam123a,-0.017711041849160294,Ndufa3,-0.016671977429148402
15603,,,,,2310061F22Rik,0.019011097381645196,Leng8,-0.017704778998257915,Cacng5,0.01666484756174151
15604,,,,,Sytl2,-0.018983890500473666,Krt222,-0.017704344208020292,Lamtor4,-0.016661382332740633
15605,,,,,Mfsd7a,-0.01896448239706782,C5ar1,-0.017694604720912954,Elmod2,-0.016658919454942158
15606,,,,,Pdgfrb,0.018958601895766633,D12Ertd551e,-0.017681800615318707,"Arfip2,Gm22504",0.016654609078121142
15607,,,,,Olfr1415,0.018958479629460658,Ptp4a2,-0.017678261897334922,Mpg,-0.016650546324367372
15608,,,,,Zbtb45,0.018949880536297023,Zbtb22,-0.017672517606117724,Ndn,-0.016644563303923107
15609,,,,,Kcnj5,-0.018947652588408248,Ankmy2,-0.01764823574533255,Gm26533,0.016642073840744384
15610,,,,,Cldn4,0.01894576118450117,Abcd2,-0.017640112792705925,Hspa4l,-0.01662715103209453
15611,,,,,Mmp11,0.018944946289475975,Defb30,-0.017636121735292984,"Fxyd1,Fxyd5",0.016620651094556856
15612,,,,,Chm,0.018943587568217568,Cmklr1,0.017635014261836297,"Lama5,mmu-mir-7005",-0.016614858044617632
15613,,,,,EG436240,-0.01893607892149251,Tacc1,0.017630355521831783,Socs4,0.016612223895468143
15614,,,,,Unkl,0.018935235632790207,Mgat1,0.017623046938390792,Lsm14a,0.016606215373142913
15615,,,,,Eif5a2,-0.01892763328238867,Ufc1,-0.01760787422670209,Fam114a1,-0.016592643178446102
15616,,,,,Sprr3,0.01890537864634049,Irs2,0.017584576599865336,Jhdm1d,-0.016579021131728402
15617,,,,,Nucks1,-0.01890047959319081,Glp2r,-0.01758327562582576,Tpt1,0.016575996846383254
15618,,,,,V1re1,-0.018899071027937288,Uqcrh,0.017572619617272293,Gm16845,0.01656099681347606
15619,,,,,Cldn6,0.01889628229465913,Sec22a,-0.017565809997911134,Ogfod3,-0.01655625045782457
15620,,,,,Rcn3,-0.018894244871316117,Malt1,-0.01756129284126132,Atf2,-0.01653360995303588
15621,,,,,Eif2s3x,-0.01887932761818786,Pcdhga8,0.017554720752145845,Elovl5,-0.016522183976294326
15622,,,,,Zfp157,0.01887035925993344,LOC100044182,-0.01755253175492488,"A430010J10Rik,E230016M11Rik",0.016500363424784743
15623,,,,,Hepacam,-0.018865349112595665,Ptpn11,-0.01754822132884484,Mtus2,-0.016495519067434336
15624,,,,,Olfr376,-0.018864102131792414,9030025P20Rik,0.01754278516633874,Ptges,-0.016490223957707925
15625,,,,,Nr2e1,-0.018847799054263932,B930076A02,0.017519634538693065,Lhb,-0.016481343548608522
15626,,,,,C1rl,-0.018841407878803965,Mettl8,0.01751781483784428,Gpr156,-0.01648036019027033
15627,,,,,Ttc30a1,-0.018837195322893185,Swap70,-0.017511402066498125,Slc2a6,0.016478894400561564
15628,,,,,Fbxo3,-0.018834498203506623,Gpr146,0.01750102765526563,Ece1,-0.016466470100211208
15629,,,,,LOC637082,-0.01883447728231157,Foxq1,0.017497630503239405,Clcn7,0.016447696913073188
15630,,,,,Trdn,-0.018833210308167248,Art2b,0.017494327667511977,Ltbr,-0.016442754280909338
15631,,,,,Rwdd4a,-0.018817775331113992,Hhex,0.017494270215063088,Stk36,0.01643560570318826
15632,,,,,Fam13a,-0.018817766488270726,Samd4b,-0.017492004041725302,Ppt2,0.016431565933235616
15633,,,,,Pten,0.018815923664928205,Tnrc18,0.017484434819306876,Prok2,-0.0164154392682576
15634,,,,,Yeats4,-0.018814042499543607,Olfr723,0.017480475579632893,Tango6,-0.016410973213260672
15635,,,,,Traf4,-0.018812826924524698,Slc12a4,-0.017469625429332412,Cinp,0.016378021787601067
15636,,,,,Ckt2,0.018793926085784788,Il7,-0.017467113354715878,D130017N08Rik,-0.01637157288348304
15637,,,,,Als2cr11,-0.018787217680830273,BC002059,-0.017461608749299792,Paqr8,0.016362162046029145
15638,,,,,Trove2,0.018775223668290267,1700065D16Rik,0.017459103722261813,Gm9994,-0.016354233028482424
15639,,,,,Rps27a,0.018767763025299526,Cacna1b,-0.017455720894437105,1700021F05Rik,-0.016347132315670997
15640,,,,,Olfr213,0.018762402235696425,Gpr120,0.017445770498547602,Osgin1,0.016334147250764517
15641,,,,,Plek2,-0.01874284266586417,Pdx1,0.017437966377076678,Lsm14b,0.016329302336596577
15642,,,,,Alg11,-0.018726775355289747,Caln1,0.017434371521093946,"Gnpat,Trim67",-0.01631673039685327
15643,,,,,Lrrc8c,0.018722360599823393,Stk4,0.017426935694555116,Trhr,-0.01631377381014971
15644,,,,,Tuba8,-0.018717684273178412,Cend1,0.01742393685992351,Snhg1,-0.016308432195407514
15645,,,,,Psmd14,-0.018715150269264815,Atp6v1g3,-0.01742366166547642,Stx4a,0.016292742086503983
15646,,,,,Fetub,0.018710892244442976,Col4a3bp,-0.017420867568525455,Ibtk,-0.01627193453246109
15647,,,,,Olfr605,-0.018709726544049968,Ubac2,-0.01741727409834562,Romo1,0.01625373752031435
15648,,,,,Ssxb2,0.018703729964477403,Tex13,-0.017402695900987187,Frmpd4,-0.01625095806218011
15649,,,,,Syt13,0.0186939941768006,Suds3,0.01740090596686787,Cry2,0.01623464000453182
15650,,,,,T2,0.018687277636847098,Phc2,-0.017397844642344118,Hist1h4j,0.016230590504217247
15651,,,,,V1rc32,-0.01867927675706579,Olfr561,-0.017390883992367705,Zfp51,0.016222729007308024
15652,,,,,Mpp5,-0.018678334890396765,Sp2,-0.017388462685716487,"Fan1,Gm20457",0.016218238011238416
15653,,,,,March4,0.018668510189697902,1700016K19Rik,0.017387654905435652,"Mir700,Rcan3",-0.016218013223761544
15654,,,,,Accn2,0.018668031736004016,Tubgcp4,-0.01738585136433678,Zfp951,-0.01621572124445185
15655,,,,,Pak1,-0.01866560248710144,BC050777,0.017381705711940604,Zfp626,-0.016202667995776264
15656,,,,,Prps1l1,0.018663871980061333,Prdx2,0.017381584395123113,Gm26721,-0.016199237611120635
15657,,,,,Myo7a,-0.018659681399241377,1110019N10Rik,0.0173766065477824,Lor,0.0161647234660063
15658,,,,,Lztfl1,0.0186593260691584,1110004E09Rik,-0.017364668495041723,Pgr15l,0.01615505334022285
15659,,,,,EG545253,-0.018649531676536785,Nell1,0.017358202060343848,Isl1,-0.016150686289755474
15660,,,,,Rps14,-0.018644761727073026,LOC100038897,0.017347455397497796,Fam178a,-0.01614860137625188
15661,,,,,Xpo6,0.018639679063476928,Ttc17,0.01731406096077335,Rpl5,-0.016133925318884308
15662,,,,,Ccdc13,0.018623468396297922,Tnks,-0.017310622177783945,Ssbp2,-0.01613176440998602
15663,,,,,Lfng,-0.0186015833711973,Gorasp1,0.017308358373907658,Cenpj,0.016129277545000008
15664,,,,,Lyrm1,0.01859990971261669,Fam168a,-0.017307888226256698,Sdc3,-0.016119591920181354
15665,,,,,Vps4a,0.01859410636220607,Serf2,-0.0173047033202884,"AL593847.1,Smurf2",0.016117846641565483
15666,,,,,Atp2a2,-0.01859095425691302,LOC100046641,0.01728761291845839,4932415M13Rik,-0.016087288407224242
15667,,,,,Sycp1,0.018589428759166655,Eif2ak4,-0.0172701743426133,Stxbp5,-0.016083955584061106
15668,,,,,Ptges3,-0.018585448293248867,Sh2d3c,-0.017263873785748854,0610012H03Rik,-0.016079550942224213
15669,,,,,V1rh16,-0.01857783142696561,Ube2o,0.017259517072606676,"Tmem181b-ps,Tmem181c-ps",-0.016074874450602405
15670,,,,,Copz1,0.018572298613166147,Reps1,0.017257120841271085,Gm20394,-0.016065323314655076
15671,,,,,ENSMUSG00000053512,-0.018569464313186384,Mn1,-0.01725426151258328,Pdp1,-0.016059840164896935
15672,,,,,Olfr919,0.018569076989785726,2610036D13Rik,-0.01724984881879177,Xkr6,0.01604301090430874
15673,,,,,V1rd21,0.018562587721634275,OTTMUSG00000000971,-0.017226159308627798,"Epn3,Mycbpap",-0.01602499547920865
15674,,,,,Gtf2h5,-0.018543266620901788,Hist1h2aa,0.017215453127307476,Abcg1,-0.016023076014207507
15675,,,,,Trp53inp2,0.018536123077418788,Ppme1,-0.01720585905472835,Gm8773,0.015999487251538057
15676,,,,,Loxl4,-0.018530856105080595,Akr1c18,-0.01720439155671059,Pggt1b,-0.01599420632893763
15677,,,,,Plekha2,0.01852364909091389,Mmrn2,0.017200913317363915,Ndufa12,-0.01599055326345154
15678,,,,,4632417N05Rik,0.018522169741213044,BC060267,-0.017190440146170254,Fbln1,0.015967232444817046
15679,,,,,Brd9,0.01851643899819624,Taf15,-0.017184728758854986,Samd9l,0.015965458689214108
15680,,,,,Ggh,-0.018514265607360688,Asah1,-0.017182207349332602,Psme4,-0.015961104149927872
15681,,,,,Tnni3,-0.01849126731520433,Setd1a,-0.017169941144808305,Slc25a1,0.015955543144710746
15682,,,,,Nefl,-0.018491061583808487,Npr3,0.017144581085987456,Aimp1,0.015945204057856873
15683,,,,,Ppil2,-0.018488502348161587,LOC100047833,0.01714249776315955,Sympk,-0.01594381980484274
15684,,,,,Arl4c,-0.01846565828397856,Rbm13,0.01713756240954201,Cbr1,0.015928834635678922
15685,,,,,0610038F07Rik,-0.018444207581014203,1700029P11Rik,-0.017133126820014246,Fkbp5,-0.015924721196700853
15686,,,,,Smarca2,0.018441443498978836,Prkacb,-0.017131389142138215,1810010H24Rik,0.01590377076940484
15687,,,,,Stx2,-0.018433389022667283,Ss18,-0.017125891800651095,Glt8d1,0.015900573859243056
15688,,,,,Olfr822,0.018427801748250736,Bcl11b,-0.01711317007653814,Fastkd5,0.01588608033164117
15689,,,,,Ctps,0.01841654342556209,LOC100043836,0.017107803553308813,Dnah1,0.015884929742980818
15690,,,,,Olfr266,0.01841023494566063,Hs6st2,0.017107539289472947,Tmem56,-0.015880101100537485
15691,,,,,BC027072,-0.01839645413853676,Rnd2,-0.017100397562701403,Dnajb14,0.015872011448443853
15692,,,,,LOC100046039,0.018392004262179337,Plscr1,-0.017089378402259922,Irak4,-0.01585582282664305
15693,,,,,Srp54,-0.018385485968454088,H2-T3,0.017086835980969245,E130114P18Rik,-0.015838856761557444
15694,,,,,Phkg2,0.018385313339343762,4831428F09Rik,0.017082627363329408,Atm,0.015837070724450876
15695,,,,,Parp12,0.018354203059528392,Pign,0.017069223212723857,Dnajb5,0.01583047416272559
15696,,,,,C130022K22Rik,-0.01835372594654064,EG208426,0.017036859036456797,"Gm19426,Mir130a",-0.015825073744826976
15697,,,,,Commd2,-0.01834470913119846,Cd200,0.01703123831775101,Iqsec3,0.015821890270922546
15698,,,,,Olfr223,-0.018330464822554588,Pla2g4c,-0.017019103942571726,Dcaf15,-0.015815300090223108
15699,,,,,Zfp560,0.018329993395682923,Prps2,0.017014309929409555,Arhgap27,0.01580259543169092
15700,,,,,Urm1,-0.018322889309970038,Asnsd1,-0.01701105235885853,Tssk6,-0.015799621379827922
15701,,,,,Prl3a1,-0.0183044414126142,Olfr891,0.017001733182648478,"Gm25540,Slc16a6",0.015795711546663864
15702,,,,,LOC672215,0.01828512083955259,G630016D24Rik,0.016986828575947494,"Tas1r1,Zbtb48",0.015787086418898852
15703,,,,,Tmem63c,-0.01826486251531273,Ccdc64,-0.016977943065003515,Agpat9,0.01578278889854355
15704,,,,,Edg2,-0.01824700967834049,Lin28,0.01696910171530748,Fbxo41,0.015775630385635064
15705,,,,,Lrrc26,0.018232101420532706,Klra10,-0.016967160195043494,Chsy3,-0.0157672742215346
15706,,,,,Snx2,-0.018225635980405434,Tmem184a,-0.01696703855188114,Rabggtb,-0.015766333510130483
15707,,,,,Elmod2,0.018222325262626175,Cd320,0.01696621369569081,Calcr,-0.015754858125904537
15708,,,,,Ccdc94,-0.01822011328088466,Lrrc66,-0.016964614403689415,Rasgef1c,-0.015712483227452216
15709,,,,,Tax1bp3,-0.018219903166874007,Tmem165,0.01696445349283763,"Flt3l,Rpl13a",0.015703457783499932
15710,,,,,Cit,0.018215553217527547,LOC100044779,0.01696029560363715,Maoa,-0.015693892391648315
15711,,,,,Fbxo33,0.01821176962839967,Ppp1r3b,0.016959303984295668,Aida,-0.015690929664300756
15712,,,,,Epm2a,-0.01820282247624637,Zfp113,0.016941669405634567,"Kirrel3,RP24-225I21.1",-0.015682577810729997
15713,,,,,LOC100040919,-0.018186893073221817,A930038C07Rik,-0.016937298935179965,Eftud2,0.015656897953387674
15714,,,,,Dpep1,0.01818196560530954,Olfr1378,-0.016937165267409425,Sptbn1,0.015643074929823187
15715,,,,,Pga5,-0.01818081406823585,Pik3c2g,-0.01692593513230606,Emilin2,0.015636555519884097
15716,,,,,Cant1,0.018180456221993452,Pcmt1,-0.01691544307398536,Tomm40,-0.01562960092957991
15717,,,,,Crisp4,-0.018179587482680552,Kctd3,-0.0168899883258222,Iqcg,0.015619198415527499
15718,,,,,Pdc,0.018135668712142727,B930041G04,0.016886376494743727,Dnmt3a,0.015614421655004021
15719,,,,,Nrd1,0.018135393490088463,BC019943,-0.016886172493355646,Cltb,-0.015607492262265477
15720,,,,,Scoc,-0.018125278233005953,Ms4a13,-0.016886095054264416,"Ints6,Serpine3",-0.015601237028165465
15721,,,,,BC048651,0.01811598704415658,Spred3,0.01688368863818917,Lhx1,-0.01558863310217504
15722,,,,,Ndst4,0.01810890646278565,Chi3l3,0.01688173026737012,Psap,-0.015585864721499606
15723,,,,,Taar7f,-0.018095454218424144,Sigirr,-0.01687838485922603,Fam173a,-0.015573665142672945
15724,,,,,Cep55,-0.0180918309320345,4932412H11Rik,0.016875002618431792,Tube1,-0.015573421962314418
15725,,,,,Plac1,0.018077532772513106,Fbxl12,-0.016874480560824974,Knstrn,0.01556888721004491
15726,,,,,Zranb1,0.018076388421874846,Tmem178,-0.016870623499400182,Usp19,0.015567487420478353
15727,,,,,Olfr675,-0.018076245167752806,Apbb1,-0.016860864259856678,Gm16201,-0.015554108998648605
15728,,,,,Cyp4f39,-0.01807620456987749,Pdcd1,0.016858872805849107,Eif4ebp2,0.015547074675877041
15729,,,,,Hcfc1r1,0.018068383604309436,Stk40,-0.016829889525117513,Rpl21,0.015524908775301948
15730,,,,,Mrgpra5,-0.01805877550775134,Nfkbid,-0.016824882939551627,Itgb2,-0.015523290576686166
15731,,,,,Il17f,0.018057183107009826,Opa1,0.01681079668480015,Mtx3,-0.015519357889627884
15732,,,,,Fry,-0.01804110661240007,Olfr1279,0.016805779847723263,Cep57,-0.015511448727047478
15733,,,,,Xpo1,0.018032895561878124,Nudt19,-0.016805735022337263,Nlrx1,-0.015507635290149424
15734,,,,,Ebf2,0.018032553486343354,Dctn4,-0.016799770395863375,Ehmt1,-0.015497954516150313
15735,,,,,E230019M04Rik,0.01803113058417505,Crim1,-0.016794395972158892,Ina,-0.015496258992474197
15736,,,,,Olfr1215,0.0180187734956648,Ihpk3,-0.01679359982702787,Gpatch3,0.015490123193458731
15737,,,,,4930547N16Rik,-0.018009921183289684,Supt4h1,0.01679181038092101,Endod1,-0.015489579380622334
15738,,,,,Afm,0.017998720475472546,Zfp26,-0.016763684706096623,2210408F21Rik,0.015484458895335408
15739,,,,,Ccnd3,0.017979577000667032,Rbm8a,0.016759179816212444,Dbh,-0.01548127621310271
15740,,,,,Ppm1h,0.017966661630697305,Nostrin,-0.016753527757142908,Glce,-0.01547763982495751
15741,,,,,Tead2,-0.017963206391559385,Ahi1,-0.016749517721358496,Ceacam1,0.01547604675551957
15742,,,,,LOC677317,-0.017958266769749695,V1rc33,-0.016742141955252247,1700040L02Rik,0.015431438758691947
15743,,,,,Gucy1a3,0.01795689409704019,Eif2s1,0.016742128325747598,Gm15638,0.015415675638021147
15744,,,,,D930014E17Rik,-0.01795186035099585,Dpm2,-0.016733177412448896,Sh2b1,0.015414742420184766
15745,,,,,Srrp,-0.017949964051252286,Ly6g5b,-0.016720753452073668,Kif16b,-0.015409957089419963
